time(ms);x;y;lat;lon;contact;announce;area
8035;686;182;48.392324;-4.422254;glaïeule;;
8101;683;182;48.392324;-4.422286;glaïeule;;
8658;681;182;48.392324;-4.422308;glaïeule;glaïeule;
9523;678;180;48.392338;-4.42234;glaïeule;glaïeule;
9553;676;174;48.392381;-4.422361;glaïeule;;
9569;676;170;48.39241;-4.422361;glaïeule;;
9586;676;166;48.392438;-4.422361;glaïeule;;
9603;676;163;48.39246;-4.422361;glaïeule;;
9619;676;159;48.392488;-4.422361;glaïeule;;
9636;676;155;48.392517;-4.422361;glaïeule;;
9653;676;151;48.392545;-4.422361;glaïeule;;
9670;676;147;48.392574;-4.422361;glaïeule;;
9686;676;144;48.392595;-4.422361;glaïeule;;
9703;676;139;48.392631;-4.422361;glaïeule;;
9719;675;134;48.392666;-4.422372;glaïeule;;
9736;674;130;48.392695;-4.422383;glaïeule;;
9753;673;127;48.392716;-4.422394;glaïeule;;
9769;673;122;48.392752;-4.422394;glaïeule;;
9786;671;119;48.392773;-4.422415;glaïeule;;
9803;670;115;48.392801;-4.422426;glaïeule;;
9819;668;111;48.39283;-4.422447;glaïeule;;
9836;667;107;48.392858;-4.422458;glaïeule;;
9853;665;104;48.39288;-4.422479;glaïeule;;
9869;665;100;48.392908;-4.422479;glaïeule;;
9886;663;97;48.39293;-4.422501;glaïeule;;
9903;662;94;48.392951;-4.422512;glaïeule;;
9920;660;91;48.392972;-4.422533;glaïeule;;
9936;659;88;48.392994;-4.422544;glaïeule;;
9953;658;85;48.393015;-4.422554;glaïeule;;
9970;658;84;48.393022;-4.422554;glaïeule;;
9986;657;82;48.393037;-4.422565;glaïeule;;
10020;655;79;48.393058;-4.422587;glaïeule;;
10036;656;80;48.393051;-4.422576;glaïeule;;
10120;655;83;48.393029;-4.422587;glaïeule;;
10170;655;85;48.393015;-4.422587;glaïeule;;
10228;652;84;48.393022;-4.422619;glaïeule;;
10253;649;81;48.393044;-4.422651;glaïeule;;
10286;646;76;48.393079;-4.422683;;;
10303;643;73;48.393101;-4.422715;;;
10320;639;69;48.393129;-4.422758;;;
10336;635;67;48.393143;-4.422801;;;
10353;630;61;48.393186;-4.422855;;;
10370;625;57;48.393215;-4.422909;;;
10387;622;54;48.393236;-4.422941;;;
10403;618;51;48.393257;-4.422984;;;
10420;616;50;48.393265;-4.423005;;;
10436;613;49;48.393272;-4.423037;;;
10453;610;48;48.393279;-4.423069;;;
10470;607;48;48.393279;-4.423102;;;
10486;605;48;48.393279;-4.423123;;;
10520;603;48;48.393279;-4.423145;;;
10553;600;48;48.393279;-4.423177;;;
10570;598;50;48.393265;-4.423198;;;
10603;598;54;48.393236;-4.423198;;;
10620;599;58;48.393208;-4.423187;;;
10636;600;62;48.393179;-4.423177;;;
10653;602;68;48.393136;-4.423155;;;
10670;605;76;48.393079;-4.423123;;;
10698;608;84;48.393022;-4.423091;glaïeule;glaïeule;
10704;610;91;48.392972;-4.423069;glaïeule;;
10720;613;98;48.392923;-4.423037;glaïeule;;
10737;616;104;48.39288;-4.423005;glaïeule;;
10754;619;109;48.392844;-4.422973;glaïeule;;
10770;622;116;48.392794;-4.422941;glaïeule;;
10787;625;124;48.392737;-4.422909;glaïeule;;
10804;627;131;48.392687;-4.422887;glaïeule;;
10820;629;137;48.392645;-4.422866;glaïeule;;
10837;632;143;48.392602;-4.422833;glaïeule;;
10854;635;149;48.392559;-4.422801;glaïeule;;
10871;638;157;48.392502;-4.422769;glaïeule;;
10887;641;163;48.39246;-4.422737;glaïeule;;
10904;645;169;48.392417;-4.422694;glaïeule;;
10921;647;174;48.392381;-4.422672;glaïeule;;
10937;651;181;48.392331;-4.42263;glaïeule;;
10954;655;188;48.392281;-4.422587;glaïeule;;
10971;658;196;48.392224;-4.422554;glaïeule;;
10987;663;206;48.392153;-4.422501;glaïeule;;
11004;666;214;48.392096;-4.422469;glaïeule;;
11020;670;222;48.392039;-4.422426;glaïeule;;
11037;672;229;48.391989;-4.422404;glaïeule;;
11054;675;238;48.391925;-4.422372;glaïeule;;
11070;678;247;48.391861;-4.42234;;;
11087;681;256;48.391797;-4.422308;;;
11104;682;262;48.391754;-4.422297;;;
11120;684;268;48.391711;-4.422276;;;
11137;686;274;48.391669;-4.422254;;;
11154;687;280;48.391626;-4.422243;;;
11170;690;286;48.391583;-4.422211;;;
11187;692;293;48.391533;-4.42219;;;
11204;692;297;48.391505;-4.42219;;;
11221;694;301;48.391476;-4.422168;;;
11237;694;304;48.391455;-4.422168;;;
11254;695;308;48.391427;-4.422158;;;
11275;695;312;48.391398;-4.422158;;;
11287;696;316;48.39137;-4.422147;;;
11304;696;320;48.391341;-4.422147;;;
11321;696;326;48.391298;-4.422147;;;
11338;696;331;48.391263;-4.422147;;;
11354;696;337;48.39122;-4.422147;;;
11371;696;342;48.391184;-4.422147;;;
11388;696;346;48.391156;-4.422147;;;
11404;696;349;48.391134;-4.422147;;;
11421;696;352;48.391113;-4.422147;;;
11438;696;355;48.391092;-4.422147;;;
11459;696;358;48.39107;-4.422147;;;5
11471;695;361;48.391049;-4.422158;;;
11487;695;363;48.391035;-4.422158;;;
11504;694;366;48.391013;-4.422168;;;
11521;693;368;48.390999;-4.422179;;;
11537;691;370;48.390985;-4.4222;;;
11554;689;373;48.390963;-4.422222;;;
11571;688;376;48.390942;-4.422233;;;
11587;686;379;48.390921;-4.422254;;;
11604;683;384;48.390885;-4.422286;;;
11621;680;390;48.390842;-4.422318;;;
11637;677;396;48.3908;-4.422351;;;
11654;672;402;48.390757;-4.422404;;;
11671;666;411;48.390693;-4.422469;;;
11687;658;419;48.390636;-4.422554;;;
11704;651;426;48.390586;-4.42263;;;
11721;646;432;48.390543;-4.422683;;;
11738;641;438;48.3905;-4.422737;;;
11754;635;444;48.390458;-4.422801;;;
11771;630;450;48.390415;-4.422855;;;
11787;622;457;48.390365;-4.422941;;;
11804;614;464;48.390315;-4.423027;;;
11821;606;469;48.390279;-4.423112;;;
11838;599;474;48.390244;-4.423187;;;
11854;593;478;48.390215;-4.423252;;;
11871;587;481;48.390194;-4.423316;;;
11888;581;484;48.390173;-4.423381;;;
11905;578;485;48.390165;-4.423413;;;
11922;575;486;48.390158;-4.423445;;;
11938;572;488;48.390144;-4.423477;;;
11955;570;489;48.390137;-4.423499;;;
11972;568;488;48.390144;-4.42352;;;
12005;566;488;48.390144;-4.423542;;;
12088;566;485;48.390165;-4.423542;;;
12272;564;484;48.390173;-4.423563;;;
12872;558;484;48.390173;-4.423627;;;
12889;552;488;48.390144;-4.423692;;;
12905;548;491;48.390123;-4.423735;;;
12923;545;492;48.390116;-4.423767;;;4
12938;542;494;48.390101;-4.423799;;;
12972;539;496;48.390087;-4.423831;;;
13022;545;488;48.390144;-4.423767;;;
13039;548;485;48.390165;-4.423735;;;
13056;549;482;48.390187;-4.423724;;;
13073;551;479;48.390208;-4.423702;;;
13106;553;477;48.390222;-4.423681;;;
13423;550;480;48.390201;-4.423713;;;
13456;548;484;48.390173;-4.423735;;;
13556;549;480;48.390201;-4.423724;;;
13589;549;477;48.390222;-4.423724;;;
13723;546;476;48.39023;-4.423756;;;
13756;543;476;48.39023;-4.423788;;;
13772;541;475;48.390237;-4.42381;;;
13806;538;474;48.390244;-4.423842;;;
13823;534;473;48.390251;-4.423885;;;
13839;531;473;48.390251;-4.423917;;;
13856;528;473;48.390251;-4.423949;;;
13872;525;472;48.390258;-4.423981;;;
13889;521;473;48.390251;-4.424024;;;
13906;516;473;48.390251;-4.424078;;;
13923;514;473;48.390251;-4.424099;;;
13939;511;473;48.390251;-4.424132;;;
13956;509;473;48.390251;-4.424153;;;
13973;507;471;48.390265;-4.424175;;;
14006;505;468;48.390287;-4.424196;;;
14023;506;466;48.390301;-4.424185;;;
14056;509;463;48.390322;-4.424153;;;
14073;512;462;48.390329;-4.424121;;;
14089;516;460;48.390344;-4.424078;;;
14106;521;458;48.390358;-4.424024;;;
14123;526;457;48.390365;-4.423971;;;
14139;531;454;48.390386;-4.423917;;;
14156;536;450;48.390415;-4.423863;;;
14173;540;447;48.390436;-4.42382;;;
14189;544;444;48.390458;-4.423778;;;
14207;550;441;48.390479;-4.423713;;;
14223;556;438;48.3905;-4.423649;;;
14240;562;435;48.390522;-4.423584;;;
14257;568;432;48.390543;-4.42352;;;
14273;572;431;48.39055;-4.423477;;;
14290;576;430;48.390557;-4.423434;;;
14307;580;429;48.390564;-4.423391;;;
14323;584;427;48.390579;-4.423348;;;
14341;589;425;48.390593;-4.423295;;;5
14356;594;424;48.3906;-4.423241;;;
14373;600;422;48.390614;-4.423177;;;
14390;605;419;48.390636;-4.423123;;;
14406;609;417;48.39065;-4.42308;;;
14423;612;415;48.390664;-4.423048;;;
14440;616;413;48.390678;-4.423005;;;
14457;619;412;48.390686;-4.422973;;;
14473;622;410;48.3907;-4.422941;;;
14490;624;409;48.390707;-4.422919;;;
14507;625;410;48.3907;-4.422909;;;
14540;628;409;48.390707;-4.422876;;;
14573;631;407;48.390721;-4.422844;;;
14623;633;406;48.390728;-4.422823;;;
14657;635;406;48.390728;-4.422801;;;
14673;638;406;48.390728;-4.422769;;;
14707;641;406;48.390728;-4.422737;;;
14740;644;406;48.390728;-4.422705;;;
14757;646;406;48.390728;-4.422683;;;
14790;649;406;48.390728;-4.422651;;;
15124;650;403;48.39075;-4.42264;;;
15190;650;401;48.390764;-4.42264;;;
15274;650;398;48.390785;-4.42264;;;
15491;653;398;48.390785;-4.422608;;;
15657;655;396;48.3908;-4.422587;;;
15757;658;396;48.3908;-4.422554;;;
15874;658;396;48.3908;-4.422554;;;
15907;655;399;48.390778;-4.422587;;;
15924;654;401;48.390764;-4.422597;;;
15958;653;404;48.390743;-4.422608;;;
16008;655;400;48.390771;-4.422587;;;
16041;658;397;48.390792;-4.422554;;;
16074;660;395;48.390807;-4.422533;;;
16091;662;393;48.390821;-4.422512;;;
16124;665;394;48.390814;-4.422479;;;
16141;668;394;48.390814;-4.422447;;;
16174;672;394;48.390814;-4.422404;;;
16191;674;394;48.390814;-4.422383;;;
16208;677;394;48.390814;-4.422351;;;
16241;682;394;48.390814;-4.422297;;;
16258;685;394;48.390814;-4.422265;;;
16274;688;396;48.3908;-4.422233;;;
16291;691;397;48.390792;-4.4222;;;
16308;694;399;48.390778;-4.422168;;;
16324;697;400;48.390771;-4.422136;;;
16341;700;402;48.390757;-4.422104;;;
16358;703;403;48.39075;-4.422072;;;
16375;706;404;48.390743;-4.422039;;;
16391;709;406;48.390728;-4.422007;;;
16408;715;411;48.390693;-4.421943;;;
16434;724;417;48.39065;-4.421846;tigre;tigre;
16442;733;424;48.3906;-4.42175;tigre;;
16459;742;430;48.390557;-4.421653;tigre;;
16475;749;434;48.390529;-4.421578;tigre;;
16492;755;438;48.3905;-4.421514;tigre;;
16513;761;442;48.390472;-4.421449;tigre;;
16525;768;446;48.390443;-4.421374;tigre;;
16542;776;451;48.390408;-4.421288;tigre;;
16559;783;456;48.390372;-4.421213;tigre;;
16575;790;461;48.390336;-4.421138;tigre;;
16592;795;464;48.390315;-4.421085;tigre;;
16609;801;469;48.390279;-4.42102;tigre;;
16625;807;473;48.390251;-4.420956;tigre;;
16642;813;476;48.39023;-4.420892;tigre;;
16659;818;479;48.390208;-4.420838;tigre;;
16675;822;482;48.390187;-4.420795;tigre;;
16692;827;485;48.390165;-4.420741;tigre;;
16708;831;488;48.390144;-4.420698;tigre;;
16725;835;491;48.390123;-4.420655;tigre;;
16742;838;494;48.390101;-4.420623;tigre;;
16759;840;495;48.390094;-4.420602;tigre;;
16775;841;497;48.39008;-4.420591;tigre;;
16808;844;500;48.390059;-4.420559;tigre;;
16842;847;501;48.390051;-4.420527;tigre;;
17703;844;503;48.390037;-4.420559;tigre;tigre;
17726;844;506;48.390016;-4.420559;tigre;;
17743;844;508;48.390002;-4.420559;tigre;;
17776;844;511;48.38998;-4.420559;tigre;;
17809;844;515;48.389952;-4.420559;tigre;;
17826;844;519;48.389923;-4.420559;tigre;;
17843;844;521;48.389909;-4.420559;tigre;;
17859;844;524;48.389888;-4.420559;tigre;;
17876;844;527;48.389866;-4.420559;tigre;;
17893;844;531;48.389838;-4.420559;tigre;;
17909;845;534;48.389816;-4.420548;tigre;;
17926;845;538;48.389788;-4.420548;tigre;;
17943;846;541;48.389767;-4.420537;tigre;;
17959;847;545;48.389738;-4.420527;tigre;;
17976;848;549;48.38971;-4.420516;tigre;;
17993;848;552;48.389688;-4.420516;tigre;;
18010;849;557;48.389653;-4.420505;tigre;;
18026;849;561;48.389624;-4.420505;tigre;;
18043;849;566;48.389588;-4.420505;tigre;;
18060;851;571;48.389553;-4.420484;tigre;;
18076;852;577;48.38951;-4.420473;;;
18093;854;583;48.389467;-4.420452;;;
18109;856;589;48.389425;-4.42043;;;
18126;858;595;48.389382;-4.420409;;;
18143;860;601;48.389339;-4.420387;;;
18159;861;606;48.389303;-4.420377;;;
18176;863;609;48.389282;-4.420355;;;
18193;864;612;48.389261;-4.420344;;;
18210;866;615;48.389239;-4.420323;;;
18231;867;618;48.389218;-4.420312;;;
18244;869;621;48.389197;-4.420291;;;
18260;870;624;48.389175;-4.42028;;;
18293;873;627;48.389154;-4.420248;;;
18326;875;631;48.389125;-4.420226;;;
18343;876;632;48.389118;-4.420216;;;
18377;877;636;48.38909;-4.420205;;;
18393;878;638;48.389075;-4.420194;;;
18426;878;641;48.389054;-4.420194;;;
18443;879;643;48.38904;-4.420183;;;
18460;879;646;48.389018;-4.420183;;;
18493;881;648;48.389004;-4.420162;;;
18526;881;651;48.388983;-4.420162;;;
18543;882;653;48.388969;-4.420151;;;
18576;883;656;48.388947;-4.42014;;;
18627;884;658;48.388933;-4.42013;;;
18777;885;661;48.388912;-4.420119;;;
18827;885;664;48.38889;-4.420119;;;
18860;885;666;48.388876;-4.420119;;;
18877;886;669;48.388855;-4.420108;;;
18894;888;672;48.388833;-4.420087;;;
18910;888;674;48.388819;-4.420087;;;
18944;889;677;48.388798;-4.420076;;;
18977;891;680;48.388776;-4.420055;;;
19010;891;683;48.388755;-4.420055;;;
19111;892;676;48.388805;-4.420044;;;
19127;893;670;48.388847;-4.420033;;;
19144;894;664;48.38889;-4.420022;;;
19161;896;658;48.388933;-4.420001;;;
19177;898;653;48.388969;-4.41998;;;
19194;900;647;48.389011;-4.419958;;;
19210;901;642;48.389047;-4.419947;;;
19227;903;636;48.38909;-4.419926;;;
19244;904;630;48.389132;-4.419915;;;
19260;906;624;48.389175;-4.419894;;;
19277;907;618;48.389218;-4.419883;;;
19294;909;611;48.389268;-4.419862;;;
19311;910;605;48.389311;-4.419851;;;
19327;912;598;48.38936;-4.419829;;;
19344;913;592;48.389403;-4.419819;;;
19360;915;586;48.389446;-4.419797;;;
19377;915;581;48.389482;-4.419797;;;
19394;917;576;48.389517;-4.419776;;;
19411;917;570;48.38956;-4.419776;;;
19427;918;566;48.389588;-4.419765;;;
19444;919;560;48.389631;-4.419754;;;
19461;920;554;48.389674;-4.419744;;;
19477;920;548;48.389717;-4.419744;;;
19494;921;544;48.389745;-4.419733;;;
19511;921;538;48.389788;-4.419733;;;
19527;921;532;48.389831;-4.419733;;;
19544;921;526;48.389873;-4.419733;;;
19561;921;520;48.389916;-4.419733;;;
19577;921;516;48.389945;-4.419733;;;
19594;921;510;48.389987;-4.419733;;;
19611;921;506;48.390016;-4.419733;;;
19627;920;503;48.390037;-4.419744;;;
19644;920;499;48.390066;-4.419744;;;
19661;920;496;48.390087;-4.419744;;;
19677;920;493;48.390108;-4.419744;;;
19694;920;491;48.390123;-4.419744;;;
19727;920;489;48.390137;-4.419744;;;
19811;920;489;48.390137;-4.419744;;;
19928;920;493;48.390108;-4.419744;;;
19944;923;497;48.39008;-4.419711;;;
19961;924;500;48.390059;-4.419701;;;
19978;926;502;48.390044;-4.419679;;;
19994;927;505;48.390023;-4.419668;;;
20011;929;507;48.390009;-4.419647;;;
20044;932;510;48.389987;-4.419615;;;
20061;933;512;48.389973;-4.419604;;;
20078;936;513;48.389966;-4.419572;;;
20094;939;515;48.389952;-4.41954;;;
20111;942;516;48.389945;-4.419507;;;
20128;946;518;48.38993;-4.419465;;;
20144;950;518;48.38993;-4.419422;;;
20161;953;519;48.389923;-4.419389;;;
20178;956;520;48.389916;-4.419357;;;
20194;959;521;48.389909;-4.419325;;;
20211;962;521;48.389909;-4.419293;;;
20228;964;523;48.389895;-4.419271;;;
20244;967;524;48.389888;-4.419239;;;
20261;970;526;48.389873;-4.419207;;;
20278;975;527;48.389866;-4.419153;;;
20295;981;530;48.389845;-4.419089;;;
20311;987;533;48.389823;-4.419025;;;
20328;995;538;48.389788;-4.418939;;;
20345;1004;544;48.389745;-4.418842;;;
20373;1010;548;48.389717;-4.418778;carotte;carotte;
20378;1016;551;48.389695;-4.418714;carotte;;
20395;1022;554;48.389674;-4.418649;carotte;;
20412;1028;557;48.389653;-4.418585;carotte;;
20428;1033;560;48.389631;-4.418531;carotte;;
20445;1038;562;48.389617;-4.418478;carotte;;
20462;1042;565;48.389596;-4.418435;carotte;;
20479;1046;568;48.389574;-4.418392;carotte;;
20495;1051;571;48.389553;-4.418338;carotte;;
20512;1055;574;48.389531;-4.418295;carotte;;
20528;1061;576;48.389517;-4.418231;carotte;;
20545;1066;578;48.389503;-4.418177;carotte;;
20562;1069;579;48.389496;-4.418145;carotte;;
20578;1072;581;48.389482;-4.418113;carotte;;
20595;1075;582;48.389474;-4.418081;carotte;;
20612;1079;584;48.38946;-4.418038;carotte;;
20628;1082;585;48.389453;-4.418005;carotte;;
20645;1084;586;48.389446;-4.417984;carotte;;
20662;1086;588;48.389432;-4.417963;carotte;;
20695;1089;589;48.389425;-4.41793;carotte;;
20728;1091;590;48.389417;-4.417909;carotte;;
20895;1091;593;48.389396;-4.417909;carotte;;
21602;1089;593;48.389396;-4.41793;carotte;carotte;
22096;1086;593;48.389396;-4.417963;carotte;;
22130;1083;595;48.389382;-4.417995;carotte;;
22146;1081;597;48.389368;-4.418016;carotte;;
22180;1078;597;48.389368;-4.418048;carotte;;
22263;1076;594;48.389389;-4.41807;carotte;;
22296;1079;591;48.38941;-4.418038;carotte;;
22688;1076;591;48.38941;-4.41807;carotte;carotte;
22780;1073;591;48.38941;-4.418102;carotte;;
22814;1070;591;48.38941;-4.418134;carotte;;
25438;475;630;48.389132;-4.424518;;;4
25452;471;633;48.389111;-4.424561;;;
25465;467;636;48.38909;-4.424604;;;
25482;462;638;48.389075;-4.424657;;;
25499;457;641;48.389054;-4.424711;;;
25516;451;644;48.389033;-4.424775;;;
25532;442;648;48.389004;-4.424872;;;
25549;434;651;48.388983;-4.424958;;;
25565;426;654;48.388961;-4.425044;;;
25582;416;656;48.388947;-4.425151;;;
25600;410;658;48.388933;-4.425215;;;
25616;404;660;48.388919;-4.42528;;;
25634;398;661;48.388912;-4.425344;;;
25649;392;663;48.388897;-4.425408;;;
25666;386;664;48.38889;-4.425473;;;
25683;380;666;48.388876;-4.425537;;;
25699;374;668;48.388862;-4.425601;;;
25716;366;670;48.388847;-4.425687;;;
25733;359;672;48.388833;-4.425762;;;
25749;353;673;48.388826;-4.425827;;;
25766;346;675;48.388812;-4.425902;;;
25783;340;676;48.388805;-4.425966;;;
25800;334;678;48.38879;-4.426031;;;
25816;328;680;48.388776;-4.426095;;;
25833;324;681;48.388769;-4.426138;;;
25850;321;683;48.388755;-4.42617;;;
25866;318;683;48.388755;-4.426202;;;
25900;315;684;48.388748;-4.426234;;;
25916;313;685;48.388741;-4.426256;;;
25950;310;684;48.388748;-4.426288;;;
26167;311;682;48.388762;-4.426277;;;
26317;314;680;48.388776;-4.426245;;;
27201;311;681;48.388769;-4.426277;;;
27217;308;683;48.388755;-4.42631;;;
27251;306;687;48.388726;-4.426331;;;
27267;304;688;48.388719;-4.426352;;;
27301;303;691;48.388698;-4.426363;;;
27384;303;688;48.388719;-4.426363;;;
27401;303;685;48.388741;-4.426363;;;
27434;303;682;48.388762;-4.426363;;;
27518;304;680;48.388776;-4.426352;;;
27601;304;678;48.38879;-4.426352;;;
27651;304;675;48.388812;-4.426352;;;
27701;304;672;48.388833;-4.426352;;;
27768;301;670;48.388847;-4.426385;;;
27801;293;663;48.388897;-4.42647;;;
27817;255;645;48.389026;-4.426878;;;
27834;235;636;48.38909;-4.427093;;;
27851;226;632;48.389118;-4.427189;;;
27867;220;629;48.38914;-4.427254;;;
27884;210;623;48.389182;-4.427361;;;
27901;197;616;48.389232;-4.4275;;;
27917;183;609;48.389282;-4.427651;;;
27934;172;602;48.389332;-4.427769;;;
27951;163;596;48.389375;-4.427865;;;
27967;156;593;48.389396;-4.42794;;;
27984;149;589;48.389425;-4.428015;;;
28001;141;582;48.389474;-4.428101;;;
28017;133;575;48.389524;-4.428187;;;
28034;125;570;48.38956;-4.428273;;;
28051;118;564;48.389603;-4.428348;;;
28068;110;559;48.389638;-4.428434;;;
28084;105;555;48.389667;-4.428488;;;
28101;98;550;48.389702;-4.428563;;;
28118;91;543;48.389752;-4.428638;;;
28134;86;537;48.389795;-4.428691;;;
28151;81;532;48.389831;-4.428745;;;
28168;78;528;48.389859;-4.428777;;;
28184;76;525;48.38988;-4.428799;;;
28201;74;522;48.389902;-4.42882;;;
28218;74;519;48.389923;-4.42882;;;
28234;74;515;48.389952;-4.42882;;;
28251;74;512;48.389973;-4.42882;;;
28268;75;509;48.389994;-4.428809;;;
28284;76;506;48.390016;-4.428799;;;
28301;77;504;48.39003;-4.428788;;;
28318;79;500;48.390059;-4.428766;;;
28334;81;497;48.39008;-4.428745;;;
28351;82;494;48.390101;-4.428734;;;
28368;84;491;48.390123;-4.428713;;;
28385;85;489;48.390137;-4.428702;;;
28401;86;487;48.390151;-4.428691;;;
28418;86;485;48.390165;-4.428691;;;
28434;87;483;48.39018;-4.428681;;;
28451;87;480;48.390201;-4.428681;;;
28485;88;474;48.390244;-4.42867;;;
28501;89;471;48.390265;-4.428659;;;
28518;88;468;48.390287;-4.42867;;;
28535;89;465;48.390308;-4.428659;;;
28551;89;462;48.390329;-4.428659;;;
28568;89;457;48.390365;-4.428659;;;
28585;89;454;48.390386;-4.428659;;;
28601;89;450;48.390415;-4.428659;;;
28618;89;445;48.39045;-4.428659;;;
28635;89;442;48.390472;-4.428659;;;
28651;89;437;48.390507;-4.428659;;;
28668;88;433;48.390536;-4.42867;;;
28685;87;430;48.390557;-4.428681;;;
28701;86;426;48.390586;-4.428691;;;
28718;84;422;48.390614;-4.428713;;;
28735;83;419;48.390636;-4.428724;;;
28751;82;416;48.390657;-4.428734;;;
28768;81;413;48.390678;-4.428745;;;
28785;79;410;48.3907;-4.428766;;;
28802;79;407;48.390721;-4.428766;;;
28818;78;404;48.390743;-4.428777;;;
28851;78;401;48.390764;-4.428777;;;
28868;77;399;48.390778;-4.428788;;;
28901;75;398;48.390785;-4.428809;;;
28935;72;400;48.390771;-4.428842;;;
28952;72;400;48.390771;-4.428842;;;
28968;69;402;48.390757;-4.428874;;;
29018;67;398;48.390785;-4.428895;;;
29035;68;396;48.3908;-4.428884;;;
29068;68;393;48.390821;-4.428884;;;
29085;69;388;48.390857;-4.428874;;;
29102;71;385;48.390878;-4.428852;;;
29118;72;382;48.390899;-4.428842;;;
29135;73;378;48.390928;-4.428831;;;
29152;73;375;48.390949;-4.428831;;;
29168;73;372;48.390971;-4.428831;;;
29185;73;370;48.390985;-4.428831;;;
29235;70;369;48.390992;-4.428863;;;
29268;64;372;48.390971;-4.428927;;;
29285;61;375;48.390949;-4.42896;;;
29302;58;378;48.390928;-4.428992;;;
29319;55;381;48.390906;-4.429024;;;
29335;51;387;48.390864;-4.429067;;;
29352;46;392;48.390828;-4.429121;;;
29369;43;397;48.390792;-4.429153;;;
29385;35;404;48.390743;-4.429239;;;
29402;26;411;48.390693;-4.429335;;;
29419;14;419;48.390636;-4.429464;;;
29436;1;427;48.390579;-4.429603;;;
29452;-8;433;48.390536;-4.4297;;;
29469;-18;440;48.390486;-4.429807;;;
