time(ms);x;y;lat;lon;contact;announce
4215;239;59;48.3932;-4.427028;;
4262;239;56;48.393222;-4.427028;;
4279;239;56;48.393222;-4.427028;;
4312;239;53;48.393243;-4.427028;;
4379;239;54;48.393236;-4.427028;;
4596;241;54;48.393236;-4.427007;;
4613;245;56;48.393222;-4.426964;;
4629;250;56;48.393222;-4.42691;;
4646;256;58;48.393208;-4.426846;;
4663;264;59;48.3932;-4.42676;;
4679;274;60;48.393193;-4.426653;;
4696;280;60;48.393193;-4.426589;;
4713;287;61;48.393186;-4.426513;;
4730;298;62;48.393179;-4.426395;;
4746;310;62;48.393179;-4.426267;;
4763;320;63;48.393172;-4.426159;;
4779;327;63;48.393172;-4.426084;;
4796;336;63;48.393172;-4.425988;;
4813;346;63;48.393172;-4.42588;;
4829;354;63;48.393172;-4.425795;;
4846;362;63;48.393172;-4.425709;;
4863;368;63;48.393172;-4.425644;;
4880;377;63;48.393172;-4.425548;;
4896;389;63;48.393172;-4.425419;;
4913;400;63;48.393172;-4.425301;;
4930;412;63;48.393172;-4.425172;;
4996;487;67;48.393143;-4.424368;;
5013;511;68;48.393136;-4.42411;;
5030;529;69;48.393129;-4.423917;;
5046;544;70;48.393122;-4.423756;;
5063;564;72;48.393108;-4.423542;;
5080;584;73;48.393101;-4.423327;;
5096;603;74;48.393094;-4.423123;;
5113;619;75;48.393086;-4.422951;;
5130;638;76;48.393079;-4.422748;;
5146;658;76;48.393079;-4.422533;;
5163;679;76;48.393079;-4.422308;;
5180;696;76;48.393079;-4.422125;;
5196;713;76;48.393079;-4.421943;;
5213;732;77;48.393072;-4.421739;;
5230;752;77;48.393072;-4.421525;;
5246;770;76;48.393079;-4.421331;;
5263;786;76;48.393079;-4.42116;;
5280;806;77;48.393072;-4.420945;;
5297;825;77;48.393072;-4.420741;;
5313;846;76;48.393079;-4.420516;;
5330;865;77;48.393072;-4.420312;;
5347;887;79;48.393058;-4.420076;;
5363;907;81;48.393044;-4.419862;;
5380;925;84;48.393022;-4.419668;;
5398;943;86;48.393008;-4.419475;;
5413;956;88;48.392994;-4.419336;;
5430;975;89;48.392987;-4.419132;;
5447;994;92;48.392965;-4.418928;;
5463;1014;93;48.392958;-4.418714;;
5480;1031;95;48.392944;-4.418531;;
5497;1046;97;48.39293;-4.41837;;
5513;1062;98;48.392923;-4.418199;;
5530;1077;100;48.392908;-4.418038;;
5547;1090;100;48.392908;-4.417898;;
5563;1105;102;48.392894;-4.417737;;
5580;1116;102;48.392894;-4.417619;;
5597;1127;103;48.392887;-4.417501;;
5613;1141;104;48.39288;-4.417351;;
5630;1154;105;48.392873;-4.417212;;
5647;1170;106;48.392866;-4.41704;;
5664;1188;107;48.392858;-4.416847;;
5680;1201;109;48.392844;-4.416707;;
5697;1214;109;48.392844;-4.416568;;
5714;1234;110;48.392837;-4.416353;;
5730;1250;111;48.39283;-4.416182;;
5747;1268;112;48.392823;-4.415988;;
5764;1281;112;48.392823;-4.415849;;
5780;1294;112;48.392823;-4.415709;;
5797;1312;111;48.39283;-4.415516;;
5814;1331;111;48.39283;-4.415313;;
5830;1351;111;48.39283;-4.415098;;
5847;1371;112;48.392823;-4.414883;;
5864;1390;113;48.392816;-4.41468;;
5880;1409;115;48.392801;-4.414476;;
5897;1430;116;48.392794;-4.41425;;
5914;1444;117;48.392787;-4.4141;;
5930;1456;117;48.392787;-4.413971;;
5947;1470;117;48.392787;-4.413821;;
5964;1482;117;48.392787;-4.413692;;
5980;1494;116;48.392794;-4.413564;;
5997;1503;115;48.392801;-4.413467;;
6014;1512;113;48.392816;-4.413371;;
6030;1518;112;48.392823;-4.413306;;
6047;1523;109;48.392844;-4.413253;;
6064;1527;106;48.392866;-4.41321;;
6080;1531;104;48.39288;-4.413167;;
6097;1535;102;48.392894;-4.413124;;
6114;1538;98;48.392923;-4.413092;;
6131;1542;94;48.392951;-4.413049;;
6147;1545;92;48.392965;-4.413017;;
6164;1548;89;48.392987;-4.412984;;
