time(ms);x;y;lat;lon;contact;announce
9857;256;175;48.392374;-4.426867;;
10120;256;173;48.392388;-4.426867;;
10141;259;171;48.392403;-4.426835;;
10174;261;170;48.39241;-4.426814;;
10191;264;169;48.392417;-4.426782;;
10224;269;168;48.392424;-4.426728;;
10241;272;167;48.392431;-4.426696;;
10257;275;167;48.392431;-4.426664;;
10274;278;166;48.392438;-4.426631;;
10291;281;165;48.392445;-4.426599;;
10307;284;166;48.392438;-4.426567;;
10341;287;165;48.392445;-4.426535;;
10357;289;165;48.392445;-4.426513;;
10391;292;165;48.392445;-4.426481;;
10424;295;165;48.392445;-4.426449;;
10458;297;165;48.392445;-4.426428;;
10474;299;165;48.392445;-4.426406;;
10491;301;14980;99;74;0.0;0.0;list;calmar
14996;96;75;0.0;0.0;list;calmar
16966;58;119;0.0;0.0;list;calmar
16982;58;124;0.0;0.0;list;calmar
16998;58;127;0.0;0.0;list;calmar
17015;58;130;0.0;0.0;list;calmar
17032;58;133;0.0;0.0;list;calmar
17048;58;136;0.0;0.0;list;calmar
17065;58;139;0.0;0.0;list;calmar
17082;58;142;0.0;0.0;list;calmar
17099;58;144;0.0;0.0;list;calmar
17115;58;148;0.0;0.0;list;calmar
17131;58;151;0.0;0.0;list;calmar
17148;58;154;0.0;0.0;list;calmar
17165;57;157;0.0;0.0;list;calmar
17181;57;160;0.0;0.0;list;calmar
17198;57;162;0.0;0.0;list;calmar
17215;57;166;0.0;0.0;list;calmar
17241;57;169;0.0;0.0;list;carotte
17248;57;172;0.0;0.0;list;carotte
17265;57;175;0.0;0.0;list;carotte
17282;57;178;0.0;0.0;list;carotte
17298;57;180;0.0;0.0;list;carotte
17315;57;182;0.0;0.0;list;carotte
17348;57;185;0.0;0.0;list;carotte
17382;57;188;0.0;0.0;list;carotte
17415;57;190;0.0;0.0;list;carotte
17432;57;192;0.0;0.0;list;carotte
17465;57;195;0.0;0.0;list;carotte
17582;57;197;0.0;0.0;list;carotte
18957;55;195;0.0;0.0;list;carotte
30733;47;376;0.0;0.0;list;citron
30810;49;379;0.0;0.0;list;citron
30843;51;381;0.0;0.0;list;citron
30876;52;385;0.0;0.0;list;citron
30910;52;387;0.0;0.0;list;citron
