time(ms);x;y;lat;lon;contact;announce
5536;94;71;0.0;0.0;list;citron, glaïeule
9625;52;63;0.0;0.0;list;citron, glaïeule
9874;69;172;0.0;0.0;list;
9894;69;181;0.0;0.0;list;
9917;67;190;0.0;0.0;list;
9936;65;198;0.0;0.0;list;
9964;63;205;0.0;0.0;list;
9982;60;214;0.0;0.0;list;
10000;58;217;0.0;0.0;list;
10018;57;220;0.0;0.0;list;
10035;55;222;0.0;0.0;list;
10057;55;224;0.0;0.0;list;
10090;55;227;0.0;0.0;list;
10523;52;227;0.0;0.0;list;
10694;52;224;0.0;0.0;list;
10723;52;221;0.0;0.0;list;
10756;52;219;0.0;0.0;list;
10790;52;216;0.0;0.0;list;
10808;52;214;0.0;0.0;list;
10840;52;211;0.0;0.0;list;
10873;52;208;0.0;0.0;list;
10907;52;206;0.0;0.0;list;
10924;52;203;0.0;0.0;list;
10941;52;200;0.0;0.0;list;
10965;50;196;0.0;0.0;list;
10993;47;186;0.0;0.0;list;
11812;47;147;0.0;0.0;list;citron, glaïeule
13759;54;69;0.0;0.0;list;citron, glaïeule
14015;52;180;0.0;0.0;list;
14032;52;184;0.0;0.0;list;
14051;52;187;0.0;0.0;list;
14066;52;190;0.0;0.0;list;
14083;52;193;0.0;0.0;list;
14099;52;196;0.0;0.0;list;
14115;52;199;0.0;0.0;list;
14131;52;202;0.0;0.0;list;
14160;52;204;0.0;0.0;list;
14176;52;206;0.0;0.0;list;
14209;52;209;0.0;0.0;list;
14242;52;212;0.0;0.0;list;
14579;52;208;0.0;0.0;list;
14613;52;205;0.0;0.0;list;
14646;52;202;0.0;0.0;list;
14670;52;200;0.0;0.0;list;
14701;52;197;0.0;0.0;list;
14730;52;195;0.0;0.0;list;
14769;52;192;0.0;0.0;list;
14797;52;190;0.0;0.0;list;
14830;52;187;0.0;0.0;list;
14863;52;184;0.0;0.0;list;
14882;52;182;0.0;0.0;list;
14913;52;179;0.0;0.0;list;
14947;52;176;0.0;0.0;list;
14965;52;174;0.0;0.0;list;
14997;52;171;0.0;0.0;list;
15022;52;168;0.0;0.0;list;citron, glaïeule
16816;56;168;0.0;0.0;list;citron, glaïeule
16854;56;181;0.0;0.0;list;
16882;56;192;0.0;0.0;list;
16914;55;204;0.0;0.0;list;
16946;55;218;0.0;0.0;list;
16983;54;238;0.0;0.0;list;
17011;54;258;0.0;0.0;list;
17047;54;272;0.0;0.0;list;
17075;54;283;0.0;0.0;list;
17091;54;286;0.0;0.0;list;
17108;54;289;0.0;0.0;list;
17128;54;292;0.0;0.0;list;
17161;54;294;0.0;0.0;list;
17180;54;296;0.0;0.0;list;
17278;54;299;0.0;0.0;list;
17329;54;301;0.0;0.0;list;
17394;54;304;0.0;0.0;list;
17446;54;307;0.0;0.0;list;
17497;54;309;0.0;0.0;list;
17545;54;312;0.0;0.0;list;
17595;54;314;0.0;0.0;list;
17646;54;317;0.0;0.0;list;
17695;54;319;0.0;0.0;list;
17762;54;322;0.0;0.0;list;
17811;54;325;0.0;0.0;list;
