time(ms);x;y;lat;lon;contact;announce
6111;56;77;0.0;0.0;list;flaman
7802;68;94;0.0;0.0;list;flaman
8921;74;89;0.0;0.0;list;flaman
9332;79;171;0.0;0.0;list;
9353;79;177;0.0;0.0;list;
9367;78;183;0.0;0.0;list;
9383;78;189;0.0;0.0;list;
9397;78;196;0.0;0.0;list;
9413;78;204;0.0;0.0;list;
9435;78;212;0.0;0.0;list;
9455;78;222;0.0;0.0;list;
9471;78;233;0.0;0.0;list;
9487;78;242;0.0;0.0;list;
9504;78;249;0.0;0.0;list;
9520;78;255;0.0;0.0;list;
9536;78;259;0.0;0.0;list;
9552;78;262;0.0;0.0;list;
9567;78;266;0.0;0.0;list;
9584;78;268;0.0;0.0;list;
9618;78;269;0.0;0.0;list;
9634;78;272;0.0;0.0;list;
9650;78;274;0.0;0.0;list;
9681;78;277;0.0;0.0;list;
9897;80;277;0.0;0.0;list;
9930;84;277;0.0;0.0;list;
9948;86;277;0.0;0.0;list;
9997;89;277;0.0;0.0;list;
10014;91;278;0.0;0.0;list;
10047;93;279;0.0;0.0;list;
10097;96;282;0.0;0.0;list;
10130;98;284;0.0;0.0;list;
10163;100;287;0.0;0.0;list;
10198;101;291;0.0;0.0;list;
10269;103;305;0.0;0.0;list;
10287;103;308;0.0;0.0;list;
10303;103;311;0.0;0.0;list;
10320;103;313;0.0;0.0;list;
10335;103;315;0.0;0.0;list;
10370;103;317;0.0;0.0;list;
10388;103;320;0.0;0.0;list;
10414;103;323;0.0;0.0;list;
10449;103;325;0.0;0.0;list;
10481;103;328;0.0;0.0;list;
10499;103;331;0.0;0.0;list;
10515;103;334;0.0;0.0;list;
10532;103;336;0.0;0.0;list;
10550;103;339;0.0;0.0;list;poivron, méduze
14687;86;389;0.0;0.0;list;poivron, méduze
17010;101;384;0.0;0.0;list;poivron, méduze
17622;90;508;0.0;0.0;list;lièvre
17640;90;511;0.0;0.0;list;lièvre
19380;86;540;0.0;0.0;list;lièvre
20114;103;630;0.0;0.0;list;lièvre
20425;104;676;0.0;0.0;list;cerise
21556;108;708;0.0;0.0;list;cerise
22279;108;721;0.0;0.0;list;cerise
23014;85;825;0.0;0.0;list;cerise
23229;77;847;0.0;0.0;list;tulipe
23247;76;851;0.0;0.0;list;tulipe
24128;77;900;0.0;0.0;list;tulipe
25585;94;58;0.0;0.0;list;flaman
26451;95;82;0.0;0.0;list;flaman
27262;99;169;0.0;0.0;list;
27279;99;175;0.0;0.0;list;
27314;99;181;0.0;0.0;list;
27331;100;194;0.0;0.0;list;
27346;101;199;0.0;0.0;list;
27362;101;205;0.0;0.0;list;
27380;101;211;0.0;0.0;list;
27397;101;217;0.0;0.0;list;
27413;102;223;0.0;0.0;list;
27430;103;230;0.0;0.0;list;
27446;104;237;0.0;0.0;list;
27462;104;243;0.0;0.0;list;
27479;105;247;0.0;0.0;list;
27495;105;252;0.0;0.0;list;
27512;105;257;0.0;0.0;list;
27529;105;262;0.0;0.0;list;
27545;105;267;0.0;0.0;list;
27562;105;271;0.0;0.0;list;
27579;105;275;0.0;0.0;list;
27596;105;279;0.0;0.0;list;
27614;105;285;0.0;0.0;list;
27642;105;290;0.0;0.0;list;
27657;105;295;0.0;0.0;list;
27672;105;299;0.0;0.0;list;
27687;105;303;0.0;0.0;list;
27705;105;307;0.0;0.0;list;
27719;105;311;0.0;0.0;list;
27736;105;316;0.0;0.0;list;
27752;105;320;0.0;0.0;list;
27767;105;326;0.0;0.0;list;
27784;105;330;0.0;0.0;list;
27800;105;333;0.0;0.0;list;
27817;105;337;0.0;0.0;list;
27833;105;340;0.0;0.0;list;poivron, méduze
29554;109;442;0.0;0.0;list;poivron, méduze
30097;109;507;0.0;0.0;list;lièvre
30831;109;527;0.0;0.0;list;lièvre
31520;109;581;0.0;0.0;list;lièvre
32054;109;678;0.0;0.0;list;cerise
32935;110;743;0.0;0.0;list;cerise
33485;94;845;0.0;0.0;list;tulipe
34276;88;998;0.0;0.0;list;tulipe
38078;59;104;0.0;0.0;list;flaman
38868;57;116;0.0;0.0;list;flaman
39762;54;116;0.0;0.0;list;flaman
40475;50;176;0.0;0.0;list;
40512;49;209;0.0;0.0;list;
40532;49;216;0.0;0.0;list;
40798;39;341;0.0;0.0;list;poivron, méduze
40918;48;331;0.0;0.0;list;
40942;48;331;0.0;0.0;list;
41206;49;201;0.0;0.0;list;
41239;49;206;0.0;0.0;list;
41257;49;209;0.0;0.0;list;
41275;50;212;0.0;0.0;list;
41293;52;217;0.0;0.0;list;
41309;52;222;0.0;0.0;list;
41328;52;228;0.0;0.0;list;
41346;52;234;0.0;0.0;list;
41364;53;240;0.0;0.0;list;
41384;53;245;0.0;0.0;list;
41402;53;249;0.0;0.0;list;
41418;53;253;0.0;0.0;list;
41436;53;257;0.0;0.0;list;
