time(ms);x;y;lat;lon;contact;announce
10961;577;93;48.392958;-4.423402;;
11035;577;96;48.392937;-4.423402;;
11051;576;98;48.392923;-4.423413;;
11068;574;102;48.392894;-4.423434;;
11085;571;107;48.392858;-4.423466;;
11102;567;114;48.392809;-4.423509;;
11118;561;125;48.39273;-4.423574;;
11135;551;139;48.392631;-4.423681;;
11151;542;153;48.392531;-4.423778;;
11168;531;170;48.39241;-4.423896;;
11185;521;186;48.392296;-4.424003;;
11201;512;202;48.392182;-4.424099;;
11218;504;219;48.392061;-4.424185;;
11235;496;237;48.391932;-4.424271;;
11261;490;252;48.391825;-4.424335;poivron;poivron
11269;485;266;48.391726;-4.424389;poivron;
11288;480;282;48.391612;-4.424443;;
11302;477;296;48.391512;-4.424475;;
11318;474;310;48.391412;-4.424507;;
11337;470;327;48.391291;-4.42455;;
11352;466;342;48.391184;-4.424593;;
11368;462;356;48.391085;-4.424636;;
11385;456;370;48.390985;-4.4247;;
11402;450;385;48.390878;-4.424765;;
11419;443;399;48.390778;-4.42484;;
11435;436;415;48.390664;-4.424915;;
11452;429;432;48.390543;-4.42499;;
11469;423;450;48.390415;-4.425054;;
11485;418;467;48.390294;-4.425108;;
11502;412;485;48.390165;-4.425172;;
11519;409;499;48.390066;-4.425204;;
11535;406;513;48.389966;-4.425237;;
11552;403;527;48.389866;-4.425269;;
11569;400;541;48.389767;-4.425301;;
11585;398;554;48.389674;-4.425323;;
11602;396;572;48.389546;-4.425344;;
11619;393;588;48.389432;-4.425376;;
11635;391;606;48.389303;-4.425398;;
11652;388;625;48.389168;-4.42543;;
11669;384;644;48.389033;-4.425473;;
11685;379;664;48.38889;-4.425526;;
11702;375;680;48.388776;-4.425569;;
11719;372;694;48.388676;-4.425601;;
11735;369;705;48.388598;-4.425634;;
11752;366;715;48.388527;-4.425666;cerise;
11769;364;722;48.388477;-4.425687;cerise;
11786;362;728;48.388434;-4.425709;cerise;
11802;361;731;48.388413;-4.425719;cerise;
11819;360;734;48.388391;-4.42573;;
11836;361;736;48.388377;-4.425719;cerise;
11869;361;739;48.388356;-4.425719;cerise;
11953;361;735;48.388384;-4.425719;cerise;
11985;360;730;48.38842;-4.42573;;
12002;360;725;48.388456;-4.42573;;
12019;360;719;48.388498;-4.42573;;
12036;360;710;48.388562;-4.42573;;
12052;361;698;48.388648;-4.425719;;
12069;363;684;48.388748;-4.425698;;
12086;367;669;48.388855;-4.425655;;
12102;370;658;48.388933;-4.425623;;
12119;373;648;48.389004;-4.425591;;
12136;374;641;48.389054;-4.42558;;
12152;376;635;48.389097;-4.425559;;
12169;378;630;48.389132;-4.425537;;
12186;379;627;48.389154;-4.425526;;
12202;381;624;48.389175;-4.425505;;
12219;382;622;48.389189;-4.425494;;
12252;385;620;48.389204;-4.425462;;
13299;499;405;48.390735;-4.424239;poivron;poivron
13337;499;401;48.390764;-4.424239;poivron;
13371;499;402;48.390757;-4.424239;poivron;
13387;496;401;48.390764;-4.424271;poivron;
13421;493;413;48.390678;-4.424303;;
13437;487;431;48.39055;-4.424368;;
13454;479;457;48.390365;-4.424453;;
13470;469;490;48.39013;-4.424561;;
13487;458;523;48.389895;-4.424679;;
13504;448;556;48.38966;-4.424786;;
13520;440;586;48.389446;-4.424872;;
13537;434;610;48.389275;-4.424936;;
13553;429;631;48.389125;-4.42499;;
13570;426;650;48.38899;-4.425022;;
13587;423;663;48.388897;-4.425054;;
