time(ms);x;y;lat;lon;contact;announce
9134;891;744;48.38832;-4.420055;;
9161;888;741;48.388342;-4.420087;;
9178;885;739;48.388356;-4.420119;;
9194;879;734;48.388391;-4.420183;;
9211;874;731;48.388413;-4.420237;;
9228;869;728;48.388434;-4.420291;;
9244;864;723;48.38847;-4.420344;;
9261;860;720;48.388491;-4.420387;;
9278;856;716;48.38852;-4.42043;;
9294;853;713;48.388541;-4.420462;;
9311;814193;50;370;0.0;0.0;list;endive
14218;50;372;0.0;0.0;list;endive
14251;50;375;0.0;0.0;list;endive
14285;51;377;0.0;0.0;list;endive
14318;53;380;0.0;0.0;list;endive
14351;53;383;0.0;0.0;list;endive
14385;53;385;0.0;0.0;list;endive
14568;50;386;0.0;0.0;list;endive
21948;40;595;0.0;0.0;list;faucon
22008;40;595;0.0;0.0;list;faucon
22041;43;595;0.0;0.0;list;faucon
30005;35;759;0.0;0.0;list;jeanciane
30081;38;759;0.0;0.0;list;jeanciane
30098;38;759;0.0;0.0;list;jeanciane
30115;42;759;0.0;0.0;list;jeanciane
30248;42;757;0.0;0.0;list;jeanciane
30331;39;757;0.0;0.0;list;jeanciane
40817;34;884;0.0;0.0;list;sardine
40907;37;882;0.0;0.0;list;sardine
40973;37;882;0.0;0.0;list;sardine
41157;34;881;0.0;0.0;list;sardine
51472;37;978;0.0;0.0;list;sardine
51583;37;978;0.0;0.0;list;sardine
55989;61;836;0.0;0.0;list;jeanciane
56003;62;830;0.0;0.0;list;jeanciane
56019;63;826;0.0;0.0;list;jeanciane
56036;64;821;0.0;0.0;list;jeanciane
56053;65;817;0.0;0.0;list;jeanciane
56069;65;814;0.0;0.0;list;jeanciane
56086;66;811;0.0;0.0;list;jeanciane
56103;68;808;0.0;0.0;list;jeanciane
56119;68;803;0.0;0.0;list;jeanciane
56136;70;798;0.0;0.0;list;jeanciane
56153;70;795;0.0;0.0;list;jeanciane
56169;71;792;0.0;0.0;list;jeanciane
56186;72;789;0.0;0.0;list;jeanciane
56203;73;786;0.0;0.0;list;jeanciane
56236;73;783;0.0;0.0;list;jeanciane
56369;75;787;0.0;0.0;list;jeanciane
57759;54;984;0.0;0.0;list;sardine
57787;54;986;0.0;0.0;list;sardine
57838;54;989;0.0;0.0;list;sardine
57854;52;992;0.0;0.0;list;sardine
57871;51;995;0.0;0.0;list;sardine
