time(ms);x;y;lat;lon;contact;announce
29194;892;467;48.390294;-4.420044;lion;lion
30263;900;463;48.390322;-4.419958;lion;lion
30308;900;463;48.390322;-4.419958;lion;
30713;900;465;48.390308;-4.419958;lion;lion
30892;900;468;48.390287;-4.419958;lion;
32722;903;470;48.390272;-4.419926;lion;lion
32777;905;471;48.390265;-4.419904;lion;
32810;909;471;48.390265;-4.419862;lion;
32843;911;471;48.390265;-4.41984;;
32860;915;471;48.390265;-4.419797;;
32877;918;471;48.390265;-4.419765;;
32893;925;472;48.390258;-4.41969;;
32910;936;473;48.390251;-4.419572;;
32926;947;475;48.390237;-4.419454;;
32943;956;474;48.390244;-4.419357;;
32960;968;474;48.390244;-4.419229;;
32976;987;475;48.390237;-4.419025;;
32993;1003;474;48.390244;-4.418853;;
33010;1023;473;48.390251;-4.418638;;
33026;1038;471;48.390265;-4.418478;;
33043;1060;470;48.390272;-4.418241;;
33060;1080;468;48.390287;-4.418027;;
33076;1100;467;48.390294;-4.417812;;
33093;1116;465;48.390308;-4.417641;;
33110;1128;465;48.390308;-4.417512;;
33126;1140;465;48.390308;-4.417383;;
33143;1152;465;48.390308;-4.417254;;
33160;1162;465;48.390308;-4.417147;;
33176;1170;465;48.390308;-4.417061;;
33193;1177;465;48.390308;-4.416986;;
33210;1183;465;48.390308;-4.416922;;
33227;1189;465;48.390308;-4.416857;;
33243;1194;465;48.390308;-4.416804;;
33260;1198;466;48.390301;-4.416761;;
33276;1201;467;48.390294;-4.416729;;
33310;1203;468;48.390287;-4.416707;;
33343;1206;468;48.390287;-4.416675;;
33360;1208;468;48.390287;-4.416654;;
33393;1211;468;48.390287;-4.416621;;
33460;1213;468;48.390287;-4.4166;;
33477;1216;468;48.390287;-4.416568;;
33510;1219;468;48.390287;-4.416536;;
33543;1223;468;48.390287;-4.416493;;
33560;1228;467;48.390294;-4.416439;;
33577;1234;467;48.390294;-4.416375;;
33593;1240;467;48.390294;-4.41631;;
33610;1246;466;48.390301;-4.416246;;
33627;1252;465;48.390308;-4.416182;;
33644;1257;465;48.390308;-4.416128;;
33660;1264;465;48.390308;-4.416053;;
33677;1269;464;48.390315;-4.415999;;
33694;1277;463;48.390322;-4.415913;;
33710;1283;463;48.390322;-4.415849;;
33727;1289;462;48.390329;-4.415785;;
33744;1293;462;48.390329;-4.415742;;
33760;1299;462;48.390329;-4.415677;;
33777;1306;462;48.390329;-4.415602;;
33794;1312;462;48.390329;-4.415538;;
33810;1320;462;48.390329;-4.415452;;
33827;1326;461;48.390336;-4.415388;;
33844;1332;461;48.390336;-4.415323;;
33860;1340;461;48.390336;-4.415237;;
33877;1348;461;48.390336;-4.415152;;
33894;1356;461;48.390336;-4.415066;;
33910;1364;461;48.390336;-4.41498;;
33927;1369;461;48.390336;-4.414926;;
33944;1375;461;48.390336;-4.414862;;
33960;1384;461;48.390336;-4.414765;;
33977;1394;461;48.390336;-4.414658;;
33994;1404;461;48.390336;-4.414551;;
34010;1413;461;48.390336;-4.414454;;
34027;1422;461;48.390336;-4.414358;;
34044;1432;461;48.390336;-4.41425;;
34060;1441;461;48.390336;-4.414154;;
34077;1448;461;48.390336;-4.414079;;
34094;1454;461;48.390336;-4.414014;;
34110;1460;461;48.390336;-4.41395;;
34127;1466;461;48.390336;-4.413886;;
34144;1472;461;48.390336;-4.413821;;
34161;1480;461;48.390336;-4.413735;;
34177;1487;461;48.390336;-4.41366;;
34194;1493;461;48.390336;-4.413596;;
34211;1501;462;48.390329;-4.41351;;
34227;1508;463;48.390322;-4.413435;;
34244;1516;464;48.390315;-4.413349;;
34261;1523;466;48.390301;-4.413274;;
34277;1530;467;48.390294;-4.413199;;
34294;1536;468;48.390287;-4.413135;;
34311;1541;469;48.390279;-4.413081;;
34327;1545;470;48.390272;-4.413038;;
34344;1550;471;48.390265;-4.412984;;
34361;1556;473;48.390251;-4.41292;;
34377;1562;473;48.390251;-4.412856;;
34394;1568;474;48.390244;-4.412791;;
34411;1574;475;48.390237;-4.412727;;
34427;1580;476;48.39023;-4.412662;;
34444;1586;477;48.390222;-4.412598;;
34461;1592;477;48.390222;-4.412534;;
34477;1598;477;48.390222;-4.412469;;
34494;1605;478;48.390215;-4.412394;;
34511;1612;478;48.390215;-4.412319;;
34528;1618;479;48.390208;-4.412255;;
34544;1622;479;48.390208;-4.412212;;
34561;1624;479;48.390208;-4.41219;;
34578;1628;479;48.390208;-4.412147;;
34594;1630;479;48.390208;-4.412126;;
34611;1634;480;48.390201;-4.412083;;
34628;1640;480;48.390201;-4.412019;;
34644;1644;480;48.390201;-4.411976;;
34661;1647;480;48.390201;-4.411944;;
34678;1650;481;48.390194;-4.411911;;
34711;1652;481;48.390194;-4.41189;;
34728;1654;482;48.390187;-4.411869;;
34761;1657;484;48.390173;-4.411836;;
34795;1656;484;48.390173;-4.411847;;
34845;1657;486;48.390158;-4.411836;;
34895;1655;489;48.390137;-4.411858;;
34911;1652;489;48.390137;-4.41189;;
34945;1649;490;48.39013;-4.411922;;
34978;1647;491;48.390123;-4.411944;;
35011;1642;491;48.390123;-4.411997;;
35028;1639;493;48.390108;-4.412029;;
35045;1636;493;48.390108;-4.412062;;
35061;1629;495;48.390094;-4.412137;;
35078;1618;496;48.390087;-4.412255;;
35095;1608;498;48.390073;-4.412362;;
35111;1599;498;48.390073;-4.412459;;
35128;1587;499;48.390066;-4.412587;;
35145;1573;501;48.390051;-4.412738;;
35162;1563;502;48.390044;-4.412845;;
